pmid,doi
30117199,10.1002/jcb.27315
33252896,10.1097/jcn.0000000000000746
30138595,10.1016/j.lfs.2018.08.049
31564232,10.1080/15384101.2019.1671716
30126001,10.1002/jcb.27108
32501415,10.1016/j.glohj.2019.09.003
31590627,10.1080/15384101.2019.1674071
30106113,10.3892/mmr.2018.9385
35702641,10.1039/c9ra04898g
30132563,10.3892/or.2018.6656
30114638,10.1016/j.biopha.2018.08.020
34804454,10.1155/2021/5407664
30089248,10.1016/j.biopha.2018.06.146
34111142,10.1371/journal.pone.0252393
33279760,10.1016/j.compmedimag.2020.101810
31564203,10.1080/15384101.2019.1669388
30071509,10.1159/000492283
30114636,10.1016/j.biopha.2018.07.116
30071522,10.1159/000492279
31559899,10.1080/15384101.2019.1670509
34188789,10.1155/2021/5536330
30087418,10.1038/s41430-018-0264-1
30567954,10.1891/1061-3749.26.2.e98
30178859,10.26355/eurrev_201808_15734
30178834,10.26355/eurrev_201808_15709
32668870,10.23812/20-269-e-4
30058243,10.1002/jcb.27095
35531506,10.1039/c9ra03965a
31612049,10.3892/ol.2019.10902
31564201,10.1080/15384101.2019.1671089
34211684,10.1155/2021/9998427
31537148,10.1080/15384101.2019.1667707
30078019,10.1159/000492405
30096628,10.1016/j.biopha.2018.07.177
31572609,10.1002/cti2.1081
30074264,10.1002/jcb.27208
31544583,10.1080/15384101.2019.1669389
30080806,10.1097/pcc.0000000000001588
30070341,10.26355/eurrev_201808_15645
30048971,10.1159/000492096
30106442,10.3892/or.2018.6624
32112181,10.1007/s00404-020-05471-z
30113613,10.1039/c8cp02829j
29995474,10.2105/ajph.2018.304346
30041196,10.1159/000491979
31572805,10.1515/med-2019-0083
30075370,10.1016/j.biopha.2018.07.142
30075285,10.1016/j.neulet.2018.07.040
31579114,10.1177/1758835919874651
30064019,10.1016/j.fsi.2018.07.054
31521197,10.1186/s13104-019-4624-2
30852325,10.1016/j.jclinane.2019.03.004
32158954,10.17245/jdapm.2020.20.1.1
31641422,10.1155/2019/1857086
30052498,10.1080/00918369.2018.1495978
29984638,10.1177/0962280216680651
35529648,10.1039/c9ra05572j
30048990,10.1159/000492089
34073530,10.3390/cells10061325
30119250,10.1016/j.biopha.2018.07.141
31850131,10.3889/oamjms.2019.767
30048163,10.1089/cbr.2017.2432
32590415,10.1097/cmr.0000000000000684
32460464,10.4097/kja.20227
34122411,10.3389/fimmu.2021.656242
30036882,10.1159/000491963
30032652,10.1080/21691401.2018.1489826
30016773,10.1159/000491741
35530493,10.1039/c9ra00163h
31530503,10.1016/j.ebiom.2019.09.012
30261568,
30051252,10.1007/s11103-018-0755-4
31492830,10.12659/msm.916635
31514541,10.1177/1535370219876540
31571906,10.2147/ott.s215012
31850137,10.3889/oamjms.2019.774
30015978,10.3892/or.2018.6570
31512681,10.12659/msm.916931
33159539,10.1007/s00455-020-10212-0
33160914,10.1016/j.abb.2020.108666
32092847,10.3390/ani10020326
30036869,10.1159/000491959
30035528,10.1021/acsami.8b05162
31545400,10.3892/ijmm.2019.4333
34021461,10.1007/s12012-021-09657-y
29990836,10.1016/j.biopha.2018.06.135
30119173,10.1016/j.biopha.2018.07.024
34029342,10.1371/journal.pone.0251278
33122529,10.1097/mpa.0000000000001697
31544014,10.1007/s13205-019-1885-3
29990829,10.1016/j.biopha.2018.06.127
30015840,10.3892/mmr.2018.9292
30851502,10.1016/j.jclinane.2019.03.005
31564972,10.2147/cmar.s213885
31477792,10.1038/s41598-019-49122-z
31638463,10.1177/0300060519870915
30007957,10.1159/000491718
31564913,10.2147/ott.s213371
34007529,10.24926/iip.v10i1.1639
34007524,10.24926/iip.v10i1.1637
31471964,10.12659/msm.915836
35530477,10.1039/c9ra05176g
35529622,10.1039/c9ra03791h
33166900,10.1016/j.thromres.2020.10.028
29975932,10.1159/000491476
29974567,10.1111/jog.13699
35530470,10.1039/c9ra06282c
30015932,10.3892/mmr.2018.9295
34017000,10.1038/s41467-021-23242-5
29974215,10.1007/s00402-018-2995-9
30003906,10.1016/j.actatropica.2018.07.006
31695410,10.2147/ott.s210567
31462771,10.1038/s41586-019-1511-x
29984416,10.1002/cbf.3349
30776776,10.1016/j.jclinane.2019.02.012
30058693,10.26355/eurrev_201807_15508
34007538,10.24926/iip.v10i1.1621
34007533,10.24926/iip.v10i1.1640
30776774,10.1016/j.jclinane.2019.02.011
31574852,10.1097/md.0000000000017296
30017425,10.1016/j.neuro.2018.07.006
29996117,10.1159/000491662
29975944,10.1159/000491539
31850107,10.3889/oamjms.2019.778
34007537,10.24926/iip.v10i1.1647
34007527,10.24926/iip.v10i1.1622
29991025,10.1159/000491565
33984023,10.1371/journal.pone.0251471
29960169,10.1016/j.biopha.2018.06.120
31850126,10.3889/oamjms.2019.776
29949788,10.1159/000490986
31602275,10.7150/jca.30143
29961392,10.1080/21691401.2018.1483379
31565694,10.5152/turkjorthod.2019.18054
30006025,10.1016/j.prp.2018.07.001
30745578,10.1038/s41371-019-0174-2
32565543,10.1038/s41375-020-0924-8
33106604,10.1038/s41559-020-01306-x
34131401,10.7150/ijbs.59019
34055278,10.1155/2021/9962906
31485594,10.3892/mmr.2019.10622
29926015,10.1039/c7cc09921e
29520714,10.3758/s13414-018-1496-9
31564891,10.2147/ott.s216320
33989327,10.1371/journal.pone.0251232
33110207,10.1038/s41417-020-00247-8
31426752,10.1186/s12870-019-1948-y
33983956,10.1371/journal.pone.0249147
31695414,10.2147/ott.s214881
31462260,10.1186/s13046-019-1324-7
31085716,10.1042/bsr20180369
30021347,10.1016/j.biopha.2018.06.075
29957461,10.1016/j.biopha.2018.06.003
30024620,10.26355/eurrev_201807_15426
29674082,10.1016/j.talanta.2018.04.037
31551766,10.3389/fphar.2019.00936
31438772,10.1080/15384101.2019.1657338
31438762,10.1080/15384101.2019.1652037
34017646,10.24926/iip.v11i1.1662
31552381,10.1136/gpsych-2018-100040
31563120,10.1016/j.omtn.2019.08.010
33556062,10.1371/journal.pone.0225869
31448674,10.1080/15384101.2019.1648956
31345097,10.1080/15384101.2019.1646561
31432742,10.1080/15384101.2019.1652046
31432728,10.1080/15384101.2019.1656478
29960070,10.1016/j.gene.2018.06.095
31497380,
31411527,10.1080/15384101.2019.1648958
31541797,10.1016/j.omtn.2019.08.007
31411515,10.1080/15384101.2019.1653107
29905031,10.1002/jcb.27127
31409802,10.1038/s41598-019-48018-2
35530114,10.1039/c9ra04380b
34055277,10.1155/2021/9938625
29384222,10.1002/jcb.26747
29916552,10.3892/mmr.2018.9186
31416393,10.1080/15384101.2019.1652035
28950092,10.1016/j.cub.2017.07.056
29904936,10.1002/jcb.27065
34653177,10.1371/journal.pone.0254892
31602351,10.7759/cureus.5346
29913408,10.1016/j.biopha.2018.05.008
31616157,10.2147/ott.s203724
31412689,10.3390/pharmaceutics11080412
29908494,10.1016/j.biopha.2018.05.131
29893431,10.1002/jcb.26910
31404056,10.12659/msm.916116
29869494,10.1021/acsami.8b05213
31496649,10.2147/dddt.s208458
29904942,10.1002/jcb.27036
35528660,10.1039/c9ra05039f
28838791,10.1016/j.neurol.2017.07.002
35528642,10.1039/c9ra01623f
31411316,10.1590/1414-431x20198525
30690314,10.1016/j.jclinane.2019.01.034
29932703,10.1103/physrevlett.120.237201
29917183,10.26355/eurrev_201806_15153
29864453,10.1016/j.neulet.2018.05.051
29949157,10.26355/eurrev_201806_15265
29949147,10.26355/eurrev_201806_15253
31496686,10.2147/ijn.s210548
31387619,10.1186/s13287-019-1301-2
31391063,10.1186/s13046-019-1332-7
29855684,10.1007/s00402-018-2969-y
29874469,10.1139/bcb-2018-0047
31382978,10.1186/s13104-019-4501-z
31378124,10.1080/15384101.2019.1642067
31354024,10.1080/15384101.2019.1648960
29806884,10.1002/jcb.27051
31496803,10.2147/cmar.s211651
29882060,10.1007/s00414-018-1863-z
29949146,10.26355/eurrev_201806_15252
29929284,10.1016/j.scitotenv.2018.05.203
29843125,10.1159/000490136
29803929,10.1016/j.biopha.2018.05.078
29800915,10.1016/j.biopha.2018.05.069
29873288,10.1080/02652048.2018.1485755
29901177,10.3892/mmr.2018.9106
29852387,10.1016/j.biopha.2018.04.181
35519458,10.1039/c9ra01491h
31345099,10.1080/15384101.2019.1647025
31447585,10.2147/cmar.s211856
33090381,10.26355/eurrev_202010_23187
32720982,10.1093/jxb/eraa352
32500486,10.1007/s13311-020-00878-7
33986941,10.1155/2021/5549842
29843128,10.1159/000490184
29807065,10.1016/j.pbb.2018.05.015
29803927,10.1016/j.biopha.2018.05.100
29845206,10.3892/mmr.2018.9090
29794826,10.1097/ico.0000000000001635
35514492,10.1039/c9ra01311c
31300525,10.1042/bsr20191050
33919137,10.3390/ijms22094305
32055608,10.21037/atm.2019.10.113
29845293,10.3892/mmr.2018.9069
31440484,10.2147/rru.s211483
29772436,10.1016/j.biopha.2018.05.021
32361914,10.1007/s12012-020-09574-6
33861749,10.1371/journal.pone.0248207
29787988,10.1016/j.biopha.2018.05.042
30639941,10.1016/j.jclinane.2019.01.006
29768218,10.1016/j.biopha.2018.05.012
31319556,10.3390/s19143145
31440030,10.2147/dddt.s201249
33859222,10.1038/s41598-021-87523-1
29843156,10.1159/000490141
28625436,10.1016/j.jclinane.2017.05.012
30650328,10.1056/nejmcibr1811991
29777280,10.1007/s00246-018-1902-z
29763685,10.1016/j.toxlet.2018.05.017
33986940,10.1155/2021/5529981
31452716,10.3892/etm.2019.7812
32786532,10.1021/acs.biomac.0c00662
29781037,10.3892/or.2018.6449
29778425,10.1016/j.gene.2018.05.061
31396335,
29750598,10.1177/0956797617749637
35518875,10.1039/c9ra04735b
29748445,10.3324/haematol.2018.189399
31410029,10.2147/ott.s205853
33405881,10.1021/acsbiomaterials.8b00249
35519460,10.1039/c9ra01785b
29767254,10.3892/mmr.2018.9020
29737538,10.1002/jcb.26870
32542094,10.5114/aoms.2019.86798
31428469,10.1155/2019/3081621
31332014,10.1073/pnas.1903856116
29761857,10.1002/jcp.26608
31310599,10.12659/msm.915682
31782354,10.2174/1381612825666191129164042
32808578,10.1089/ten.tea.2020.0129
29768255,10.1159/000489806
31372068,10.2147/oaem.s199137
31409988,10.2147/ijn.s202404
29730518,10.1016/j.micpath.2018.05.002
29725831,10.1007/s00330-018-5434-y
31322140,10.12659/msm.915387
29864957,10.1016/j.biopha.2018.04.191
29757701,10.1177/0956797618761374
29737579,10.1002/jcb.26914
31410006,10.2147/ndt.s214595
33848292,10.1371/journal.pone.0248593
31282278,10.1080/15384101.2019.1635870
29707739,10.1007/s00247-018-4130-z
29749457,10.3892/mmr.2018.8979
29863256,10.26355/eurrev_201805_15070
29863246,10.26355/eurrev_201805_15059
29717356,10.1007/s00441-018-2837-7
29696285,10.1039/c8bm00317c
30597455,10.1016/j.jclinane.2018.12.058
30037785,10.20529/ijme.2018.037
29758550,10.1159/000489686
29758413,10.1016/j.biopha.2018.05.013
31456644,10.2147/ott.s198750
31379962,10.1155/2019/4674190
30579153,10.1016/j.jclinane.2018.12.026
32936022,10.1161/circgen.120.002926
31404298,10.3892/ol.2019.10561
29323740,10.1002/jcb.26671
31371994,10.2147/ott.s204715
29747100,10.1016/j.biortech.2018.05.006
31285443,10.1038/s41598-019-45800-0
31308744,10.2147/cmar.s197583
29747095,10.1016/j.biortech.2018.05.003
31308691,10.2147/ott.s203479
29693289,10.1002/jcb.26894
31308689,10.2147/ott.s204574
29847634,10.1167/iovs.17-22975
29641633,10.11607/prd.476
31371979,10.2147/ott.s213231
31360068,10.2147/ott.s213026
28640956,10.1002/1873-3468.12720
29693276,10.1002/jcb.26859
35530618,10.1039/c9ra03614h
32782982,10.18063/ijb.v5i2.168
31516134,10.4103/0019-5154.265814
29680739,10.1016/j.biopha.2018.04.090
29679904,10.1016/j.biopha.2018.04.051
30859186,10.1093/jb/mvz016
31234706,10.1080/15384101.2019.1635869
29710506,10.1016/j.biopha.2018.04.085
29669300,10.1016/j.biopha.2018.04.023
29687108,10.1039/c8an00341f
35521312,10.1039/c8ra10552a
29715637,10.1016/j.jenvman.2018.04.109
29713737,10.1007/s00276-018-2034-0
31360066,10.2147/ott.s207542
31388302,10.2147/ott.s201282
31204561,10.1080/15384101.2019.1632135
29720049,10.1177/1753193418773256
29693139,10.3892/ijmm.2018.3636
30553223,10.1016/j.jclinane.2018.12.003
30579154,10.1016/j.jclinane.2018.12.025
36133603,10.1039/c9na00214f
33831006,10.1371/journal.pone.0247558
29693751,10.1002/jcb.26854
32594528,10.1002/hep.31432
29667771,10.1002/jcb.26889
31263152,10.1038/s41598-019-45946-x
31267171,10.1007/s00429-019-01918-5
35521334,10.1039/c8ra10224d
29677525,10.1016/j.pharep.2018.01.007
31417317,10.2147/cmar.s198615
31649826,10.1093/ve/vez043
31095447,10.1080/15384101.2019.1618120
29693130,10.3892/mmr.2018.8928
33820868,10.18632/aging.202847
31417312,10.2147/cmar.s203455
31269036,10.1371/journal.pone.0218664
31250987,10.1002/cam4.2350
33854745,10.1155/2021/5570500
30553220,10.1016/j.jclinane.2018.12.004
32910486,10.1111/jfbc.13446
29705802,10.1159/000489365
31454677,10.1016/j.omtn.2019.06.010
29669322,10.1159/000488821
29377269,10.1002/jcb.26716
30551010,10.1016/j.jclinane.2018.11.004
29718810,
33868620,10.1155/2021/5553029
31579194,10.4103/jmh.jmh_135_18
31305436,10.1097/md.0000000000016373
29710511,10.1016/j.biopha.2018.04.108
29680721,10.1016/j.joen.2018.02.026
32964979,10.26355/eurrev_202009_22830
32964972,10.26355/eurrev_202009_22823
31219101,10.12659/msm.914242
35519370,10.1039/c9ra01609k
31417280,10.2147/ott.s207593
31363373,10.3892/etm.2019.7713
31257467,10.3892/ijmm.2019.4257
31217515,10.1038/s41598-019-45325-6
28802610,10.1016/j.jclinane.2017.03.056
31354246,10.2147/dddt.s209694
33770112,10.1371/journal.pone.0247593
32005321,10.1016/j.biopsych.2018.02.787
29649760,10.1016/j.envpol.2018.03.106
31234583,10.3390/nano9060909
31400607,10.1016/j.omtn.2019.06.009
31208440,10.1186/s13046-019-1244-6
31207175,10.1002/mgg3.757
29689553,10.1159/000489186
29710540,10.1016/j.biopha.2018.03.142
33764980,10.1371/journal.pone.0248116
31226101,10.12659/msm.914538
31138758,10.1042/bsr20182214
32812996,10.1039/d0tb01373k
31417279,10.2147/ott.s205869
31203719,10.1080/15384101.2019.1624111
29689563,10.1159/000489111
29663367,10.1002/jcp.26588
31235834,10.1038/s41598-019-45584-3
31207106,10.1111/jcmm.14348
29687860,10.26355/eurrev_201804_14733
29641255,10.1089/cbr.2017.2386
31249806,10.3389/fonc.2019.00477
29377244,10.1002/jcb.26720
29710554,10.1016/j.biopha.2018.03.122
29619844,10.1177/1071100718766658
31362241,10.1016/j.omtn.2019.06.005
31299628,10.1016/j.bios.2019.111432
32340622,10.1186/s12891-020-03291-5
31382188,10.1016/j.omtn.2019.06.003
33772062,10.1038/s41598-021-86291-2
31236364,10.18240/ijo.2019.06.24
29517282,10.1080/03079457.2018.1449942
31417251,10.2147/ijn.s196256
31344658,10.1016/j.omtn.2019.05.020
31239777,10.2147/cmar.s210845
29609476,10.1080/13557858.2018.1458075
29369410,10.1002/jcb.26700
29315756,10.1002/jcb.26658
29236322,10.1002/jcb.26585
33815730,10.1155/2021/5553649
31127027,10.1042/bsr20190696
31239710,10.2147/ott.s202309
31316632,10.3892/etm.2019.7676
29577942,10.1016/j.mce.2018.03.009
29518613,10.1016/j.biopha.2018.02.129
30446769,10.1007/s00228-018-2595-1
29604606,10.1016/j.nedt.2018.03.013
29501764,10.1016/j.biopha.2018.02.086
29627834,10.1159/000488739
31198405,10.1186/s12935-019-0879-x
29687864,10.26355/eurrev_201804_14737
32516290,10.1097/hjh.0000000000002479
31181070,10.1371/journal.pone.0217318
33791082,10.1155/2021/5571862
31165662,10.1161/jaha.119.012317
31064819,10.1042/bsr20190283
31171015,10.1186/s13046-019-1239-3
31333800,10.7150/jca.29953
31382189,10.1016/j.omtn.2019.05.014
31803643,10.4103/jfmpc.jfmpc_709_19
29568870,10.3892/mmr.2018.8755
32541444,10.1097/dbp.0000000000000829
29635893,10.1016/j.biopha.2018.02.085
29590644,10.1159/000488428
29577885,10.1016/j.brainres.2018.03.018
29567543,10.1016/j.biopha.2018.03.040
29575939,10.1080/21691401.2018.1436065
31213835,10.2147/ott.s204004
33730050,10.1371/journal.pgen.1009415
32783625,10.1152/ajplung.00230.2019
35514680,10.1039/c9ra00016j
32822247,10.1089/cbr.2020.3563
29572683,10.1007/s12272-018-1023-5
31076544,10.1042/bsr20182433
31827643,10.1155/2019/8023460
31151422,10.1186/s12885-019-5750-x
35900024,10.1002/pro.4367
33763194,10.1155/2021/6672072
29555506,10.1016/j.micpath.2018.03.025
29236319,10.1002/jcb.26606
31316806,10.1107/s2052252519005761
29550827,10.1159/000488178
30391452,10.1016/j.jclinane.2018.10.053
35519842,10.1039/c9ra02817j
32791880,10.1080/02699931.2020.1804329
34760143,10.1155/2021/8942979
31138258,10.1186/s13046-019-1210-3
31138253,10.1186/s12978-019-0732-7
31124292,10.1111/cns.13154
29274277,10.1002/jcb.26643
30527963,10.1016/j.jagp.2018.10.020
29565496,10.26355/eurrev_201803_14481
29331856,10.1016/j.biopha.2018.01.035
33730656,10.1016/j.jri.2021.103310
31190877,10.2147/ott.s193675
31101071,10.1186/s13584-019-0314-8
31099306,10.1177/0300891619851865
29345333,10.1002/jcb.26565
31139020,10.1186/s12935-019-0860-8
29528767,10.1177/0733464818762069
32300378,10.1155/2020/6723487
29486663,10.1080/10245332.2018.1444919
29512711,10.3892/mmr.2018.8682
33728034,10.1155/2021/6693810
34965105,10.1021/jacs.1c10534
31101800,10.12659/msm.915246
29517104,10.3892/or.2018.6302
30366164,10.1016/j.jclinane.2018.10.013
29630109,10.26355/eurrev_201803_14577
29495997,10.1016/j.jacc.2017.12.047
29272589,10.1139/cjpp-2017-0377
29684687,10.1016/j.leukres.2018.02.016
29571056,10.1016/j.seizure.2018.02.011
29468888,10.1080/21691401.2018.1439839
33763195,10.1155/2021/6685456
29527993,10.6002/ect.tond-tdtd2017.o22
29219208,10.1002/jcb.26537
28679059,10.1139/cjpp-2017-0091
29512690,10.3892/ijmm.2018.3531
31312565,10.7759/cureus.4639
29143985,10.1002/jcb.26524
31263767,10.1021/acscentsci.9b00224
31072375,10.1186/s13046-019-1193-0
35516344,10.1039/c9ra01760g
33159025,10.4103/aja.aja_60_20
31328063,10.7759/cureus.4671
33747420,10.1155/2021/6678526
33418670,10.1021/acsbiomaterials.8b00153
29500870,10.1002/iub.1699
31088485,10.1186/s13046-019-1188-x
33657152,10.1371/journal.pone.0247642
31081163,10.1002/jcb.28916
29565480,10.26355/eurrev_201803_14464
29236323,10.1002/jcb.26584
31074252,10.3346/jkms.2019.34.e138
28625453,10.1016/j.jclinane.2017.04.016
29432995,10.1016/j.biopha.2018.02.018
29454093,10.1016/j.canlet.2018.02.014
29489733,10.1519/jsc.0000000000002517
29462818,10.1159/000487567
31077581,10.12659/msm.915741
33637559,10.1523/jneurosci.2038-20.2021
33658376,10.1073/pnas.2022172118
32820123,10.1126/science.abc8320
34007590,10.24926/iip.v10i4.1660
33630922,10.1371/journal.pone.0247529
28453919,10.1111/liv.13400
29665646,10.1016/j.biopha.2018.01.060
29464486,10.1007/s11064-018-2475-1
29461876,10.1177/1055665618754946
30366165,10.1016/j.jclinane.2018.10.014
31059077,10.3892/or.2019.7142
29428968,10.1007/s00414-018-1789-5
27618613,10.1597/16-006
31057171,10.12659/msm.914653
29274195,10.1002/cphc.201701187
31035951,10.1186/s12885-019-5593-5
29436689,10.3892/or.2018.6264
31068170,10.1186/s12889-019-6847-5
31641528,10.1186/s40748-019-0111-y
29261030,10.1080/10803548.2017.1419654
29452167,10.1016/j.lfs.2018.02.016
30962271,10.1042/bsr20181196
31059525,10.1371/journal.pone.0216079
31043579,10.12659/msm.914029
31059049,10.3892/mmr.2019.10191
31027203,10.3390/sports7040095
29462799,10.1159/000487560
31023379,10.1186/s40478-019-0709-3
31118676,10.2147/ott.s184118
30864656,10.1093/jrr/rrz003
31118672,10.2147/ott.s192218
29436665,10.3892/or.2018.6261
29412697,10.1089/cbr.2017.2306
29461611,10.26355/eurrev_201802_14313
29400384,10.1039/c7cc09953c
29171984,10.3233/cbm-170317
29444507,10.1159/000487356
29414815,10.1159/000487178
33600412,10.1371/journal.pone.0247137
28625447,10.1016/j.jclinane.2017.04.013
33197806,10.1016/j.rmed.2020.106210
30874465,10.1080/15384101.2019.1593645
31106135,10.5125/jkaoms.2019.45.2.76
33574559,10.1038/s41598-021-83145-9
29278881,10.3233/cbm-170732
29125483,10.3233/cbm-170802
31459841,10.1021/acsomega.8b03473
29409915,10.1016/j.jaad.2018.01.028
33578037,10.1016/j.ymthe.2021.02.008
29461614,10.26355/eurrev_201802_14317
29369309,10.1039/c7bm00975e
31179322,10.1155/2019/4328219
35516982,10.1039/c8ra10542a
32669051,10.1080/02640414.2020.1794235
31131156,
31105866,
31005960,10.12659/msm.914244
29377229,10.1002/jcb.26704
29278883,10.3233/cbm-170809
31497521,10.5812/aapm.90285
30980513,10.1002/2211-5463.12611
29232009,10.1002/jcb.26576
29206299,10.1002/jcp.26312
29422130,10.1016/j.aca.2018.01.028
29414803,10.1159/000487165
29385882,10.1177/1078155218755548
33571307,10.1371/journal.pone.0245928
30997898,10.12659/msm.913771
31114354,10.2147/cmar.s200566
31005958,10.12659/msm.914348
29338665,10.1080/10245332.2018.1423880
29402808,10.1159/000486923
33546760,10.1186/s13287-021-02183-2
29356571,10.1089/bio.2017.0056
30914452,10.1042/bsr20181598
32660813,10.1016/j.orcp.2020.07.002
30987656,10.1186/s13046-019-1114-2
30644534,10.1111/bph.14571
29058777,10.1002/jcb.26431
31114332,10.2147/cmar.s194073
33578038,10.1016/j.ymthe.2021.02.009
33568477,10.1126/sciadv.abd7180
29332500,10.1177/0954411917751558
34880429,10.1038/s41586-021-04096-9
30265889,10.1016/j.jclinane.2018.09.026
32105614,10.1016/s2214-109x(20)30065-6
29337531,10.1021/acsami.7b17109
29144032,10.1002/jcb.26517
30982498,10.3727/096504018x15456687424096
31105830,
30994730,10.1590/1414-431x20197728
